window_id,user_id,num_events_mean,num_events_std,median_vel_mean,median_vel_std,std_vel_mean,std_vel_std,p10_vel_mean,p10_vel_std,p90_vel_mean,p90_vel_std,skew_vel_mean,skew_vel_std,kurtosis_vel_mean,kurtosis_vel_std,std_acc_mean,std_acc_std,mean_abs_acc_mean,mean_abs_acc_std,skew_acc_mean,skew_acc_std,kurtosis_acc_mean,kurtosis_acc_std,mean_jerk_mean,mean_jerk_std,std_jerk_mean,std_jerk_std,skew_jerk_mean,skew_jerk_std,kurtosis_jerk_mean,kurtosis_jerk_std,std_dt_mean,std_dt_std,std_angle_mean,std_angle_std,mean_angle_change_mean,mean_angle_change_std,straightness_ratio_mean,straightness_ratio_std,num_direction_changes_mean,num_direction_changes_std,tcm_norm_mean,tcm_norm_std,scattering_coefficient_norm_mean,scattering_coefficient_norm_std,sum_angle_change_mean,sum_angle_change_std,num_pauses_mean,num_pauses_std,time_duration_mean,time_duration_std,click_duration_mean,click_duration_std,csv_file
0,1,44.56,13.313777325262228,0.4601512961911659,0.2268448532983476,1.826115999769324,0.8970854499304288,0.0311277678915648,0.029603116494447346,4.28930942458584,2.183871864891214,1.621086080625657,0.43288574594719315,1.9669651675583533,1.6890093062552038,0.055410966387497915,0.025739267578512543,0.030940391557306424,0.013992616581632854,0.19759479369687688,1.4924512866932946,7.075265988755799,5.7575635035199655,7.282582175380951e-05,0.0001267891772118442,0.0049745358603826865,0.0027503221898766647,-0.7629837490077803,1.0104616260082453,7.674872167957428,4.345426832153704,47.27360467297057,18.887517408896144,1.4073794485554723,0.6573196877726227,0.2624449048560273,0.0570567212015065,0.8859408990022188,0.09422676108403531,0.6,0.816496580927726,0.22252884267634077,0.07360865416597023,0.015870232296889872,0.009231653800345489,11.651292761833055,4.312541149097174,2.16,1.5459624833740306,1179.56,519.1965812676351,85.6,13.436579425831068,session_2020_05_14_3min.csv
1,1,43.4,12.612824161675027,0.4626512961911659,0.2240419126717585,1.8423407665892353,0.8967246112884455,0.03137021173648811,0.02942524935879264,4.333950033559065,2.175323318765149,1.608598361623176,0.4193610884172794,1.8818393706726815,1.5867117217090587,0.05593554274984618,0.025607662080937805,0.03138221688080839,0.013794609554052487,0.06423893487310856,1.4491446897031053,6.747453888234477,5.557493095224774,7.715825158071993e-05,0.00013031282933392328,0.005003615404405743,0.0027410338884266364,-0.7146729412785249,0.970123739127339,7.24748878052152,3.8944738181678464,46.260816784493834,18.29506995768118,1.3885145425362644,0.6311499004609311,0.26569920094606264,0.05561623048277137,0.883074937091701,0.09451256762806122,0.64,0.8602325267042626,0.22483942925484368,0.07016794196279981,0.015888288163767864,0.009230164166574776,11.5403352000948,4.307682765500622,1.96,1.171893055416463,1105.96,413.8135127485971,86.92,14.351016224179624,session_2020_05_14_3min.csv
2,1,44.48,13.521957451986504,0.4686272144723887,0.22149914134668788,1.743267836104369,0.8043337185412173,0.03128641679210465,0.02934669039409619,4.103026367777654,1.980453986853751,1.5959820271516267,0.4133369211427555,1.8628047636451932,1.5807258926060566,0.054040535944251865,0.02498641935841112,0.030473128769717257,0.01342105226031463,0.12141115478364778,1.4554066155500536,6.789836669537177,5.53551111129334,8.675515875932686e-05,0.00013401925447891104,0.004975564721084746,0.0027462199817695635,-0.5096347659312633,1.1910074189119046,7.74498711549292,4.773059551086381,45.75922889950226,18.443776592703703,1.4183865705955736,0.6274975567194884,0.26428243731086176,0.054388329413664296,0.8743954993656606,0.09560289114554554,0.76,1.0908712114635712,0.2323833843202301,0.07673090635566926,0.019289361134539072,0.02156530832618569,11.798736095240756,4.61113919625921,2.04,1.171893055416463,1136.4,412.533432988568,86.92,14.351016224179624,session_2020_05_14_3min.csv
3,1,43.96,13.749181793837769,0.47816058505426734,0.22144149622751333,1.736501873644733,0.811338798723509,0.03267883737168913,0.03077686031669532,4.0796640338139705,2.0035363877829875,1.590879398237023,0.4135865435682787,1.8598632271481446,1.5805194769637327,0.054653815852715386,0.02436156443387157,0.030875524763031424,0.0130294994790732,0.18555145872063353,1.4509400700817907,6.769217040290339,5.543862029402037,8.612146272379012e-05,0.00013453799081090172,0.005058299665115549,0.0026671058087360364,-0.4960112069575775,1.179899461359083,7.685222188262012,4.81175033005603,45.90093881435711,18.414146485612065,1.4068787918454937,0.6313079119793626,0.2691895933357786,0.055834684605669815,0.8773310086313094,0.09799558059635549,0.76,1.0908712114635712,0.23447113627862706,0.07772934290167982,0.019556218048781503,0.02155731110561866,11.840849974026218,4.5982893946363435,2.04,1.171893055416463,1125.2,417.89452417246787,86.92,14.351016224179624,session_2020_05_14_3min.csv
4,1,42.88,13.577923257994943,0.49477407689262237,0.21801509246011114,1.6613820346868877,0.7960871461790757,0.042149425606983246,0.050445514096318714,3.9049326404768308,1.98555785729578,1.6331900008590625,0.43720489851321376,2.1348396745674476,1.8920320910979125,0.05423826734589809,0.024433509629536627,0.030906836019001696,0.013024499121867563,0.1890049992657933,1.451442035262746,6.631559553538872,5.558222386076855,8.917581803825253e-05,0.0001331021664191842,0.005042360245595032,0.002670629317721712,-0.473655630659503,1.1461931363103013,7.475105430846843,4.6415873236880785,46.8046666552599,17.995433631671727,1.3505507269962005,0.6247625575458365,0.26700504525759317,0.05868216893090901,0.877252577100625,0.0979437663063827,0.76,1.0908712114635712,0.24803369843891723,0.10955823822921144,0.02036689818404031,0.02143493174619017,11.529288895404964,4.763172315832986,2.0,1.1902380714238083,1101.36,419.7492187802934,87.84,13.569819453478374,session_2020_05_14_3min.csv
5,1,42.64,13.847021340346089,0.5121521435856359,0.24516270741455362,1.5884443961764878,0.707303556442468,0.03812623556173438,0.04813114289058167,3.6926172924662506,1.6972494325515324,1.6037916017968032,0.46728078966920455,2.1000239276248145,1.9219197758461257,0.060017081230490855,0.041409217882220725,0.0320790448718275,0.01601601144173197,0.013997583641813981,1.724930929247945,7.466684815267035,6.123721101244461,-0.0016219500594964592,0.008524640089759415,0.013425470921754407,0.041830002577605066,-0.7122791299229899,1.42103830397703,8.175251527446171,5.8120980925249315,45.921011026521825,18.644025523777174,1.3252369820534247,0.660718486612162,0.26904046980530083,0.05477505449347316,0.8819839698020612,0.10091731704175634,0.72,1.0999999999999999,0.2574287002594147,0.11998949774497007,0.02049174889699533,0.02148977791248151,11.547044459722981,4.735769140026348,2.0,1.1902380714238083,1099.88,422.0462375933076,87.84,13.569819453478374,session_2020_05_14_3min.csv
6,1,42.64,13.847021340346087,0.5234002742743584,0.25293250056989164,1.5418763250102694,0.7371713300839673,0.053528461361623654,0.08683570021675935,3.601149064895231,1.7408449312482195,1.5714331863832063,0.508376062022015,2.036460964809832,1.986092120568732,0.05848050233837267,0.041990368905144945,0.0313497860806589,0.01623580421521726,0.11710245219924185,1.7214522916202544,7.347710591057038,6.183001245534519,-0.0015163979449211917,0.0085623131786437,0.013771266391763215,0.04179774294514205,-0.44882810440684706,1.7668226198822117,8.825307636555637,6.460650939277431,43.46175303564581,20.401281192217894,1.318515357572034,0.6715138558641274,0.2637288666874822,0.06459666433847266,0.8791722824316993,0.09868293268635762,0.72,1.0999999999999999,0.26308016809356516,0.12382017519157024,0.023770077313882546,0.024924623056666678,11.424877588013153,4.940818957368231,1.96,1.2409673645990857,1084.16,442.0769804758744,87.84,13.569819453478374,session_2020_05_14_3min.csv
7,1,43.28,14.415038443699459,0.5152944290232414,0.2568441568413927,1.6194506198584717,0.7333548536760214,0.05481333531120349,0.08655059601775802,3.7991948925772863,1.7652129362114115,1.6146081529891612,0.46917661914761055,2.1378877878125433,1.9029589375684,0.06022205830982802,0.04124231503801533,0.032062004436323344,0.015780488868376234,0.0946701164131255,1.7312259487018804,7.7734687041168105,6.1547416423312695,-0.0015145075190760103,0.008562676605839882,0.013919963858648979,0.04176122978564313,-0.5225123614214521,1.768623628824538,9.194610320053046,6.37920829931361,42.38483552038084,20.039478451935825,1.3418834602536034,0.6760643465908466,0.2643974094516197,0.06462211573729988,0.8673128551285398,0.11076671764850463,0.76,1.0908712114635712,0.262496234097873,0.12400296680012002,0.02382052280289286,0.024909011949825307,11.632159074039839,5.078383152600562,2.0,1.224744871391589,1084.72,442.5037212649553,87.84,13.569819453478374,session_2020_05_14_3min.csv
8,1,43.68,14.255759070167628,0.5078537757051982,0.2637683761703428,1.6049491701191316,0.739785888211063,0.05506537832195618,0.08639335564951343,3.7847349277438167,1.774946752209583,1.6165632736619164,0.47012053796000186,2.118152420594517,1.8982621267708661,0.05855677935492389,0.04170758919633111,0.030938265302625688,0.01602429876713181,0.07530064913170184,1.7270465942532351,7.825870877027176,6.116022727535449,-0.0015144283795122172,0.008562691129525367,0.013730309005274772,0.04180731939875835,-0.4878978105692296,1.7683362467910544,9.208196503095863,6.368398080366829,43.58368532114323,23.355249480158705,1.3612374917864938,0.6880300489497465,0.2693959724830007,0.0700107891480386,0.8700186335916067,0.1090467284938165,0.84,1.1060440015358037,0.2587181377515308,0.12518742751691753,0.023858874200161004,0.02488180316715783,11.956730076183206,5.164690169319424,2.12,1.3638181696985856,1117.72,500.62215625492775,88.06,13.215615763179564,session_2020_05_14_3min.csv
9,1,43.0,14.396180048887969,0.4929962981328124,0.2596854697427796,1.6578951962558517,0.7967454093854737,0.05256249854067673,0.08645035059668685,3.9251731917097588,1.9370088088351236,1.5881671280753469,0.46757483896670976,1.9432924943369465,1.8800619142549113,0.05805225375605035,0.04157594723693815,0.030904421844813363,0.01600856871033263,0.12426754659212857,1.6779638978584919,7.4823260937927625,6.123248003194407,-0.0015220497025730075,0.00856123961819737,0.013531822025268226,0.04184796971732245,-0.5140190923137361,1.773390644017317,9.043155903832835,6.414170826971532,43.83333019192852,23.30824233078189,1.2824824012951115,0.6658366102676834,0.2667756588527668,0.06911634601267973,0.875266731106436,0.11119447741708223,0.72,1.0214368964029708,0.25568864006996717,0.1264295044045206,0.02326461241729605,0.024994978006151924,11.652807957556343,5.149076024386302,2.12,1.3638181696985856,1110.0,504.6277505911329,88.04,13.216876837336931,session_2020_05_14_3min.csv
10,1,42.0,14.177446878757824,0.5040744250328109,0.24868015341128533,1.75944338153008,0.8491792998290999,0.05182312974750511,0.08667758642159379,4.17242073814662,2.0591282500566104,1.5636487747088958,0.4450876890017381,1.8285515604702078,1.8088192254405873,0.06029019079818003,0.04121344214232592,0.03233075853506301,0.015704520234947998,-0.04830497394719546,1.4321580082113206,6.442810896526274,4.43838017356852,-0.0015254946627279462,0.008560590141024569,0.013684769947679207,0.04181226859877651,-0.49225043060560963,1.7937242479775075,8.82955115144211,6.296268307797979,43.5773651449595,23.199331844499394,1.3115082899896775,0.6715960541268089,0.2663470014325626,0.06901445588944223,0.875597915262966,0.11111975069144257,0.76,1.0115993936995678,0.25557499575673687,0.12652705737082862,0.023390512407224288,0.02494073277790876,11.35098281281355,5.062206375453814,2.08,1.351542328847553,1078.24,489.86539647812094,88.3,13.269639532908702,session_2020_05_14_3min.csv
11,1,41.72,14.328061045840547,0.4980755785462312,0.25577396318793577,1.7381786336655147,0.8746757859052837,0.0499231297475051,0.08729470989960808,4.118707697483573,2.119158611081775,1.523846629078524,0.46825001858420695,1.7112500155264738,1.887675352014012,0.06009663663786899,0.04138454935150912,0.032157408060693435,0.015909658264879667,0.09186170999057033,1.523161976527846,6.7645120115208055,4.519403987746767,-0.0015151727796619452,0.008562649887749513,0.013740586469145843,0.04179671374231141,-0.38759807508816463,1.8818992682078544,9.372347843089335,6.172982226970982,45.07828068448648,22.43901466612527,1.2895742227658047,0.6673776840327166,0.276133860672338,0.08245562160751357,0.8764395753635168,0.1094103377310636,0.84,1.0279429296739515,0.24584971594170002,0.12644011475458958,0.022896445603171313,0.025085207221436655,11.584723259769703,5.105630147569166,2.24,1.3316656236958788,1092.24,485.1317072026248,88.37333333333333,13.270100058234515,session_2020_05_14_3min.csv
12,1,41.6,14.285773809399801,0.5300870305747175,0.269838993550829,1.752462815831488,0.8700049028668512,0.06291994678127753,0.10365831462945575,4.15839913295104,2.1005475954816437,1.5059715269627416,0.45036839404672663,1.6436240112570275,1.8047671786289783,0.06103132917668637,0.041081811282724805,0.03279529604247957,0.015704533168745465,0.11871661909701213,1.5397590026056285,6.715853846764368,4.506846099826969,-0.0015185973008742218,0.008561976911839207,0.01381201909472929,0.04177973481756511,-0.31421282171932174,1.8547973680663785,9.039260455131572,6.225973873724844,42.444874455682495,21.690100951176134,1.3021374254664897,0.6520468015416534,0.2713037425805432,0.08657777291465524,0.865319134046243,0.11126014837309518,0.88,1.0132456102380443,0.2548821918078618,0.1254707252085265,0.0246102328069283,0.02544290289393301,11.335585749881723,5.1993887191983585,2.04,1.0984838035522722,1035.24,437.67856165607793,88.37333333333333,13.270100058234515,session_2020_05_14_3min.csv
13,1,39.92,11.078959036540088,0.5347929129276587,0.2643858691239845,1.7585739878473712,0.8654952045210225,0.06401684567347248,0.10345578144653728,4.191596867643094,2.076591902192963,1.4946425370228626,0.4405593723164067,1.5818335235303898,1.7748934188942804,0.06118972033082592,0.04094212330132529,0.03281235047167213,0.01568399904579438,0.15283229865033424,1.544907191934279,6.785257040325169,4.492158452881928,-0.0015199789604339294,0.008561710277350405,0.013820646231522658,0.041777189229957476,-0.31808560092150895,1.854414504612263,9.024590605635654,6.242143936998488,42.44720417447711,21.688621898144756,1.238128929946867,0.6061438648177746,0.27260276846610976,0.0873909033805713,0.8744946048160519,0.11177049492833699,0.8,1.0,0.2551542008139055,0.12545956151315407,0.02469820164935607,0.02541615717772188,10.874027887541038,4.252837659825873,2.0,1.0801234497346435,994.96,386.41800337630906,88.71333333333334,13.12806577950885,session_2020_05_14_3min.csv
14,1,41.96,14.495631525854032,0.5404247250390957,0.2602750311949966,1.6923820399276597,0.8128864693355573,0.06593104744057202,0.1027080781762595,3.9898582217409118,2.0250524267836827,1.5289715160960762,0.4962628583881481,1.752564936100436,2.028142011471783,0.05853170986377017,0.03967547727950759,0.031459681879267426,0.014901425422710111,0.11141074063081001,1.5445146857584853,7.000203183975134,4.538825184078681,-0.0015140500909331773,0.008562841167032528,0.01358678653704425,0.04181419456927554,-0.227795703151093,1.855724974342666,9.173006113062735,6.212664580235781,42.21173996531971,21.756338037020438,1.2395130852467562,0.60590479410086,0.27482577016988896,0.08777650907632714,0.8676895778006467,0.11068981343711959,0.84,1.0279429296739515,0.2651338698539387,0.12817836240681513,0.025834174301245703,0.02521205065317292,11.598872437441255,5.38173776422765,2.12,1.2355835328567095,1043.96,443.4970386973663,89.81333333333333,13.807566363732935,session_2020_05_14_3min.csv
15,1,41.84,14.516312663115702,0.5482783105283774,0.2655400694106427,1.7216320145930124,0.798742699623001,0.072352616068023,0.106090751365867,4.059978156677349,2.0079083233221633,1.540599310479434,0.48693109870645596,1.791542887567228,1.9960035368966134,0.05966975505397797,0.03906843307686927,0.0320769142950802,0.014544893721990594,0.07711950962021334,1.5315760160706462,7.041533875941636,4.516978748556396,-0.001515130474629143,0.008562636981847407,0.013693231868057426,0.04178717107472575,-0.24571903214522756,1.8649973851519432,9.405496929515445,6.024335860949085,42.36311368610016,21.662055404444498,1.285715032631773,0.6824526969202257,0.2729326038383738,0.08837321067448527,0.8680747338536753,0.11099007020044528,0.88,1.0132456102380443,0.2678688976370306,0.128671491923546,0.02671605231820243,0.02556021849920482,11.49442482373834,5.416912342344311,2.12,1.2355835328567095,1035.48,449.74141829870774,90.79333333333334,12.645750274301651,session_2020_05_14_3min.csv
16,1,42.48,14.508962747212495,0.5284660206013586,0.2645597417714697,1.6636626684303695,0.8198556194996979,0.07311125462013397,0.10562720480827878,3.9428949711300567,2.075733227607635,1.5370090545029387,0.4841412256160106,1.7745266965995268,1.9823831405514916,0.056999413163761344,0.039372589456934906,0.03064912865123508,0.014650434767693832,0.06538278833563449,1.5330285470730545,7.016698056714067,4.524675576375345,-0.001531239587149758,0.008559331736576869,0.013325212078759838,0.04185140632232047,-0.3067751135733426,1.8730506131634854,9.460960226770524,6.012294906789149,42.620156785328,21.955967875102637,1.2603374549556252,0.6519049235296173,0.2755203741154813,0.09132285825926094,0.8651827592800381,0.10853926984664984,0.92,0.9966610925150702,0.2689444361123739,0.12765552571199187,0.02700508402123013,0.025372281781122233,11.84153837173098,5.692746183142988,2.2,1.3540064007726602,1066.0,471.39924692345437,90.97333333333334,12.561946505219655,session_2020_05_14_3min.csv
17,1,43.08,14.53994497926316,0.5124785289395626,0.2512907581605153,1.6782642075130954,0.8116624432154758,0.07113238138069736,0.10645706567672408,3.956569740775837,2.0697497217413074,1.5442930164122433,0.47649641702720547,1.785204090129526,1.9737788647699193,0.056057625031904756,0.039582051026003824,0.03008047598323251,0.014677051082899793,0.04479148850306247,1.5394398371414708,6.967207020696119,4.554777408577458,-0.0015269041597043632,0.008560176062490257,0.013207201455806412,0.041876438760236376,-0.3234994458466946,1.868925254971897,9.334180970877123,6.106842270023786,42.358452714262974,22.000011552797705,1.275521656462486,0.6488292766766082,0.27312433279415577,0.09169678266548312,0.8639954030528536,0.1092910849120582,0.88,0.971253485622231,0.2660736060957771,0.12512735640191594,0.025720643268471358,0.025370387964594194,11.893678156969345,5.685532847796478,2.2,1.3540064007726602,1092.12,471.36692360269257,91.27333333333334,12.5650971610516,session_2020_05_14_3min.csv
18,1,42.64,14.392938083194363,0.5141342271407536,0.25321263358191076,1.6658032100203104,0.8052623283654217,0.07159447288396534,0.10642980452257268,3.9231428004522537,2.054871825949414,1.5234622382948348,0.4785148102492998,1.72282198808161,1.9844512132658478,0.056797734154526026,0.03968907936643043,0.03024307270158035,0.014705507786369053,0.11519201495042715,1.6475853290414144,7.455735143905397,5.101638084511351,-0.0015277378376959807,0.008560018907153522,0.013305250647782412,0.04185850638107515,-0.3188556990664162,1.8677186164065,9.419575046122574,6.12332229557863,40.89349174747258,21.897091556256168,1.3238824820171202,0.6725976416555097,0.26819832447598935,0.09214013963126191,0.8592409352243778,0.10771377484565134,0.88,0.971253485622231,0.2703377667636807,0.12355336010001129,0.026342601700103475,0.025113165276702064,11.544096277298108,5.614706519831732,2.16,1.3747727084867523,1063.0,466.81197142604066,91.27333333333334,12.5650971610516,session_2020_05_14_3min.csv
19,1,42.48,14.329805767467096,0.5154582472444885,0.25271105705530506,1.6124548098490437,0.8280094993487037,0.0732862495946496,0.1058832146435135,3.79736037566372,2.0988804443497533,1.5180090696315705,0.4822223871611931,1.715131458886188,1.9890364630250388,0.05394462499646913,0.03982421568851625,0.028788557014413785,0.014749559866260798,0.07080099335923253,1.637242422472358,7.4605297245702875,5.099377328779918,-0.0015274707922982417,0.008560068312442756,0.013000656580679464,0.041917057431016626,-0.33493498118797715,1.8703379457821803,9.33511850884417,6.192130607725593,41.34222373620141,21.80735098401466,1.2625346234652923,0.6900663877452329,0.27010814787855186,0.09148966789579374,0.8644909336067105,0.11043257458745562,0.84,0.9865765724632495,0.26949190934299916,0.12356469423918923,0.026688290002413472,0.024928304404264485,11.597506581795294,5.6133173006169015,2.16,1.3747727084867523,1058.24,465.70728288629243,91.15333333333334,12.587096567517083,session_2020_05_14_3min.csv
20,1,42.8,14.384598244882149,0.5113695356492842,0.25422791258007243,1.6382023996247306,0.830879796163587,0.07334957755543725,0.10584285166786188,3.8746566506788467,2.111778077711005,1.5330672733415338,0.4800820702842524,1.7310071573883064,1.9845623011025393,0.05409339231649073,0.0397826032287071,0.02884756295898796,0.014727776984203243,0.20397100085424158,1.6804713703092025,7.629582060084067,5.21429210008418,-0.0015291850508281893,0.008559756972570807,0.012982550870972758,0.04192124670482338,-0.32447032298378997,1.8596785542359686,9.436369052410614,6.288478413559177,42.69825175603053,21.94534593858584,1.2712805298592107,0.6931515930083197,0.2716090082808669,0.09126807757642347,0.857703062513205,0.11237956449323548,0.88,0.971253485622231,0.2719943407022227,0.1235731658255437,0.02650114357716367,0.02506365115737125,11.747575493853944,5.6135487299923374,2.2,1.384437310486346,1086.0,478.6221543834621,91.45333333333333,12.672378098315525,session_2020_05_14_3min.csv
21,1,42.16,15.040722500376544,0.49681799415680067,0.26278887920013566,1.578809538103677,0.8690136637228904,0.0754993900393316,0.10487517157133398,3.7564806467894845,2.19548336327711,1.4851317550291925,0.4974176233742495,1.5474738739361742,2.0125160610867416,0.051845603958897264,0.04055048112985473,0.0277798197830978,0.015206120131313762,0.12038005441998374,1.646967184733603,7.323161631827702,5.382243376295286,-0.001526587454013611,0.008560239927686232,0.01274601214632177,0.04197379828850988,-0.3005173794968567,1.856119803661446,9.065013110695492,6.570982074242896,43.69038500948616,22.61162595463625,1.269257260090161,0.6932053594854893,0.27710203200084044,0.09731676961652412,0.8625649843267543,0.11407669150054235,0.88,0.971253485622231,0.2767898255079159,0.12271754218006886,0.02757824085603793,0.025144143947355084,11.661998893823988,5.641762364739747,2.16,1.4047538337136989,1063.52,500.1897240048019,91.11333333333334,12.659329015043074,session_2020_05_14_3min.csv
22,1,41.6,15.976545308670454,0.4716711767970996,0.27630432071498157,1.5183258992180837,0.92073931739866,0.0751745190382996,0.10510491089323927,3.598722907786942,2.3135307589710528,1.5073755917201443,0.4950195065782407,1.6895968216084,2.0189594700689835,0.049797647041177555,0.04167394824594483,0.026422697005664,0.015926658306053543,0.07025287899321331,1.62196401312413,7.212233382500654,5.477997587361414,-0.0015293805674108788,0.008559710856977187,0.012579262364897576,0.042016341663149194,-0.2875601437879962,1.8549431634530082,8.984674100687233,6.664132141645423,59.33679063766107,87.60890772415749,1.2870226038421198,0.7078067076675899,0.2770851227519521,0.09729837391913779,0.8386883831518246,0.18844834979443947,0.88,0.971253485622231,0.2799744873134538,0.12082900097672541,0.029606599798746122,0.026430285217109918,11.449627821157216,5.83892457420783,2.2,1.4433756729740648,1061.52,501.34428622787084,92.31333333333333,13.819380513531645,session_2020_05_14_3min.csv
23,1,41.28,15.943964375273795,0.4608597884962576,0.28458169028615876,1.4819154321813996,0.9515153996252527,0.07294256084859649,0.10605476842369835,3.5021606429826546,2.3830118973065977,1.4919536172611003,0.5033330658830343,1.6460945528986235,2.047079993887542,0.049027184281899144,0.04218400823110564,0.02592626590916444,0.016317346651998816,0.14282496760889743,1.6064347430642638,7.263849839245591,5.455148351770717,-0.0015241317727918374,0.0085607000201643,0.012520739116575214,0.042031423445947166,-0.27267290512736325,1.8619160942849535,8.858461480188044,6.74422505496095,62.38500942702639,87.98663323605709,1.3392433495061113,0.7030215321118822,0.2809623829188786,0.09524514935696696,0.8366883433934085,0.1875042572475606,0.88,0.971253485622231,0.27596762865044483,0.1240259213526077,0.029387623089893317,0.026495456960537674,11.54272384550665,5.80901062275342,2.36,1.5242484486898238,1096.68,519.7378121065788,92.97333333333334,13.54841114095837,session_2020_05_14_3min.csv
24,1,40.84,15.931310889775096,0.4573065609577592,0.2818268513457502,1.3791166124009664,0.8582428820732901,0.07257301779712842,0.10627592598820168,3.240253959315355,2.0968878036746545,1.4885671303063794,0.5052731570483862,1.6741157429416853,2.0266378132934504,0.04766414212121822,0.041409741621001916,0.02513425240932513,0.01587311653321245,0.3949328317519361,1.594432814033671,7.297628193441341,5.518892620944201,-0.0015320139066577363,0.008558859935356725,0.012422377500256519,0.0420435765301425,-0.253783749728485,1.867728847650777,8.882602287534347,6.755375914850666,63.03224420388651,87.8960281429655,1.2975739435264901,0.7050929806468947,0.27852922934218716,0.09616429396313535,0.8422606426368224,0.18946057375330144,0.84,0.9865765724632495,0.2766647153526352,0.12339124202936892,0.02951667042867025,0.026413143122079662,11.333930962181466,5.850122529493578,2.36,1.5242484486898238,1088.0,520.4478039790989,93.57333333333334,13.255858243726742,session_2020_05_14_3min.csv
25,1,41.2,16.152915113584502,0.45852178749111905,0.2808576416831919,1.342584980326485,0.8394124197151817,0.07131107555147946,0.10690687037163751,3.1454613473935806,2.054584223124199,1.4862039165779906,0.5031478087929993,1.670113276059022,2.0248817815806137,0.04678919690566442,0.0416101288763459,0.02464557696404701,0.01602454674045957,0.32052187233620816,1.6488267897247297,7.477094368455786,5.4802322251063975,-0.0015337041381022001,0.008558533830308317,0.01237284429979976,0.04205529180834768,-0.19197270884166995,1.8651874593450433,9.014484651207898,6.708582826375275,62.58252454994772,88.07679682814216,1.3488502866908991,0.6962800421119246,0.2809843569182926,0.09420898724686694,0.8385157902690727,0.18744722970485686,0.84,0.9865765724632495,0.2782790471943072,0.12204894051250494,0.029508489997494402,0.026418974668904905,11.532427997620315,5.820267204102364,2.32,1.547040184782973,1097.92,520.8852176823603,91.84,9.88035836806954,session_2020_05_14_3min.csv
26,1,41.92,16.357770834275268,0.4532276698440602,0.28614957555362325,1.3420373725283332,0.838957857862426,0.07143688710308249,0.10683782123339976,3.048868922626616,2.0465185794261216,1.5249733478573921,0.5694746698747033,1.8506537792518774,2.3067588677466704,0.04693414930653387,0.041650016326726734,0.024335467862057696,0.015977310781843272,0.43243340772532446,1.6449274853132756,8.036866764133254,6.02443772496447,-0.0015425704613669673,0.008556745715498961,0.012371348254223216,0.042055583810203176,-0.18209267042052457,1.8617732582262831,9.169389926614064,6.687782029310996,62.13388670908769,88.2009668816349,1.339167629282738,0.6881929146320716,0.27660485657521194,0.09672855244273103,0.8331733223904437,0.18930769051626142,0.76,0.9695359714832658,0.2766619212674578,0.12407325278185548,0.029398448984933035,0.026485946127562887,11.493739612069866,5.831381420644082,2.44,1.6350331291240967,1123.16,524.3544189445405,91.52,9.31351069583762,session_2020_05_14_3min.csv
